Ensembl Gene ID	Associated Gene Name	SGD Gene	UniProt/SwissProt Accession
YHL034W-A		S000028774	
YGL009C	LEU1	S000002977	P07264
YGR058W	PEF1	S000003290	P53238
YIR041W	PAU15	S000001480	P40585
YIL008W	URM1	S000001270	P40554
YBR192W	RIM2	S000000396	P38127
YHR101C	BIG1	S000001143	P38813
YDR279W	RNH202	S000002687	Q05635
YBL009W	ALK2	S000000105	P32789
YER029C	SMB1	S000000831	P40018
YLR243W	GPN3	S000004233	Q06543
YOL048C	RRT8	S000005408	Q08219
YJL025W	RRN7	S000003562	P40992
YDR427W	RPN9	S000002835	Q04062
YDR246W	TRS23	S000002654	Q03784
YLR187W	SKG3	S000004177	Q06315
YER182W	FMP10	S000000984	P40098
YDL024C	DIA3	S000002182	P52290
YMR137C	PSO2	S000004745	P30620
YNL163C	RIA1	S000005107	P53893
YMR228W	MTF1	S000004841	P14908
YOL148C	SPT20	S000005508	P50875
YJR069C	HAM1	S000003830	P47119
YDR411C	DFM1	S000002819	Q12743
YBR232C		S000000436	P38327
YIL066C	RNR3	S000001328	P21672
YNL061W	NOP2	S000005005	P40991
YDR309C	GIC2	S000002717	Q06648
YER095W	RAD51	S000000897	P25454
YCR054C	CTR86	S000000650	P25355
YDR499W	LCD1	S000002907	Q04377
YJL138C	TIF2	S000003674	P10081
YJL063C	MRPL8	S000003599	P22353
YKR004C	ECM9	S000001712	Q02202
YMR206W		S000004819	Q03695
YER092W	IES5	S000000894	P40060
YLR410W	VIP1	S000004402	Q06685
YMR154C	RIM13	S000004763	Q03792
YBR101C	FES1	S000000305	P38260
YDR544C		S000002952	Q03057
YIL042C	PKP1	S000001304	P40530
YOL004W	SIN3	S000005364	P22579
YHR112C		S000001154	P38716
YGL029W	CGR1	S000002997	P53188
YPL261C		S000006182	Q08976
YGR160W		S000003392	P53288
YJR060W	CBF1	S000003821	P17106
YDR437W	GPI19	S000002845	Q04082
YHL022C	SPO11	S000001014	P23179
YGR017W		S000003249	P53210
YGL175C	SAE2	S000003143	P46946
YIL124W	AYR1	S000001386	P40471
YLR305C	STT4	S000004296	P37297
YOR343C		S000005870	Q12484
YGR234W	YHB1	S000003466	P39676
YCR004C	YCP4	S000000597	P25349
YKL115C		S000001598	P36073
YKL028W	TFA1	S000001511	P36100
YPR173C	VPS4	S000006377	P52917
YAL011W	SWC3	S000000009	P31376
YPR137W	RRP9	S000006341	Q06506
YJL108C	PRM10	S000003644	P42946
YHR039C-A	VMA10	S000002100	P48836
YLR238W	FAR10	S000004228	Q06001
YNL067W	RPL9B	S000005011	P51401
YEL016C	NPP2	S000000742	P39997
YEL020C		S000000746	P39994
YLR020C	YEH2	S000004010	Q07950
YPL060W	MFM1	S000005981	Q02783
YER087W	AIM10	S000000889	P39965
YIL156W-B		S000028511	Q2V2P4
YOL087C	DUF1	S000005447	Q99247
YNL304W	YPT11	S000005248	P48559
YHR056C	RSC30	S000001098	P38781
YHR056C	RSC30	S000001098	P38780
YNL092W		S000005036	P53934
YJR110W	YMR1	S000003871	P47147
YKL033W	TTI1	S000001516	P36097
YPL152W	RRD2	S000006073	Q12461
YLR427W	MAG2	S000004419	Q06436
YHR214W		S000001257	P0CX18
YHR214W		S000001257	P0CX19
YLR049C		S000004039	Q12110
YBR025C	OLA1	S000000229	P38219
YGL243W	TAD1	S000003212	P53065
YNL208W		S000005152	P40159
YER055C	HIS1	S000000857	P00498
YHR065C	RRP3	S000001107	P38712
YJR123W	RPS5	S000003884	P26783
YDR405W	MRP20	S000002813	P32387
YNL128W	TEP1	S000005072	P53916
YGL163C	RAD54	S000003131	P32863
YDR426C		S000002834	P87268
YMR139W	RIM11	S000004747	P38615
YDR442W		S000002850	P87270
YJL128C	PBS2	S000003664	P08018
YDL217C	TIM22	S000002376	Q12328
YJR002W	MPP10	S000003762	P47083
YOL085C		S000005445	Q99345
YPL094C	SEC62	S000006015	P21825
YJL157C	FAR1	S000003693	P21268
YER120W	SCS2	S000000922	P40075
YAL037C-A		S000028732	Q3E741
YGL207W	SPT16	S000003175	P32558
YDR516C	EMI2	S000002924	Q04409
YLR315W	NKP2	S000004307	Q06162
YPL106C	SSE1	S000006027	P32589
YFR042W	KEG1	S000001938	P43614
YLR256W	HAP1	S000004246	P0CE41
YLR256W	HAP1	S000004246	P0CE42
YPR191W	QCR2	S000006395	P07257
YJR029W		S000003790	P47100
YMR241W	YHM2	S000004854	Q04013
YNR077C		S000005360	P53758
YOR147W	MDM32	S000005673	Q12171
YJL189W	RPL39	S000003725	P04650
YAL059C-A		S000028734	
YHR079C-A	SAE3	S000001957	P89114
YBR260C	RGD1	S000000464	P38339
YLR396C	VPS33	S000004388	P20795
YOL079W		S000005439	Q08238
YNR037C	RSM19	S000005320	P53733
YPL243W	SRP68	S000006164	P38687
YDL109C		S000002267	Q12103
YBR018C	GAL7	S000000222	P08431
YLR440C	SEC39	S000004432	Q12745
YDL248W	COS7	S000002407	Q07788
YCR043C		S000000639	P25361
YBR054W	YRO2	S000000258	P38079
YPL270W	MDL2	S000006191	P33311
YNL164C	IBD2	S000005108	P53892
YNL062C	GCD10	S000005006	P41814
YML106W	URA5	S000004574	P13298
YMR003W	AIM34	S000004605	Q03673
YMR298W	LIP1	S000004913	Q03579
YGR296W	YRF1-3	S000003528	P0CX14
YGR296W	YRF1-3	S000003528	P0CX15
YIL029W-A		S000028788	
YMR037C	MSN2	S000004640	P33748
YHR012W	VPS29	S000001054	P38759
YKL094W	YJU3	S000001577	P28321
YOR066W	MSA1	S000005592	Q08471
YDR497C	ITR1	S000002905	P30605
YLR367W	RPS22B	S000004359	Q3E7Y3
YOR129C	AFI1	S000005655	Q99222
YOL161C	PAU20	S000005521	Q08322
YJL027C		S000003564	P47063
YJR147W	HMS2	S000003908	P47175
YDR409W	SIZ1	S000002817	Q04195
YDR041W	RSM10	S000002448	Q03201
YMR272C	SCS7	S000004885	Q03529
YJL039C	NUP192	S000003576	P47054
YKL143W	LTV1	S000001626	P34078
YDR307W	PMT7	S000002715	Q06644
YDL081C	RPP1A	S000002239	P05318
YBL100C		S000000196	P38168
YIL019W	FAF1	S000001281	P40546
YIL082W-A		S000003537	Q7LHG5
YDR390C	UBA2	S000002798	P52488
YNL041C	COG6	S000004986	P53959
YDL201W	TRM8	S000002360	Q12009
YMR028W	TAP42	S000004630	Q04372
YNL200C		S000005144	P40165
YKR041W		S000001749	P36134
YER073W	ALD5	S000000875	P40047
YGR144W	THI4	S000003376	P32318
YEL006W	YEA6	S000000732	P39953
YKL225W		S000001708	P36030
YJR007W	SUI2	S000003767	P20459
YBR053C		S000000257	P38235
YNL238W	KEX2	S000005182	P13134
YCR073W-A	SOL2	S000000718	P37262
YGL109W		S000003077	P53138
YJL075C	APQ13	S000003611	P47036
YHR211W	FLO5	S000001254	P38894
YOR269W	PAC1	S000005795	P39946
YML039W		S000004503	Q03434
YLL060C	GTT2	S000003983	Q12390
YDR500C	RPL37B	S000002908	P51402
YPL163C	SVS1	S000006084	Q12254
YKL118W		S000001601	P36072
YLL003W	SFI1	S000003926	Q12369
YBR103C-A		S000007593	P0C5L3
YAL064W-B		S000002141	O13512
YMR258C	ROY1	S000004871	Q04847
YML125C	PGA3	S000004594	Q12746
YML069W	POB3	S000004534	Q04636
YOL057W		S000005418	Q08225
YKL145W	RPT1	S000001628	P33299
YPL283W-B		S000028724	P0CX95
YPL283W-B		S000028724	P0CX94
YPL283W-B		S000028724	P0CX96
YPL283W-B		S000028724	P0CX98
YPL283W-B		S000028724	P0CX97
YFR030W	MET10	S000001926	P39692
YGR146C	ECL1	S000003378	P48235
YIL150C	MCM10	S000001412	P32354
YDL126C	CDC48	S000002284	P25694
YDL006W	PTC1	S000002164	P35182
YOL083C-A		S000028853	P0C5R4
YMR025W	CSI1	S000004627	Q04368
YGR287C	IMA1	S000003519	P53051
YOR227W	HER1	S000005753	Q12276
YDL233W	MFG1	S000002392	Q07684
YCL057C-A	MIC10	S000007547	Q96VH5
YOR362C	PRE10	S000005889	P21242
YNL266W		S000005210	P53842
YMR276W	DSK2	S000004889	P48510
YOR217W	RFC1	S000005743	P38630
YGR061C	ADE6	S000003293	P38972
YBR049C	REB1	S000000253	P21538
YML124C	TUB3	S000004593	P09734
YPL246C	RBD2	S000006167	Q12270
YDL178W	DLD2	S000002337	P46681
YOR111W		S000005637	Q99210
YLR156W		S000004146	P0CE96
YLR156W		S000004146	P0CE98
YLR156W		S000004146	P0CE99
YLR156W		S000004146	P0CE97
YLR152C		S000004142	P54072
YLR431C	ATG23	S000004423	Q06671
YMR096W	SNZ1	S000004702	Q03148
YNL240C	NAR1	S000005184	P23503
YKL019W	RAM2	S000001502	P29703
YGR168C		S000003400	P53293
YGR027C	RPS25A	S000003259	Q3E792
YGL250W	RMR1	S000003219	P53060
YJL048C	UBX6	S000003584	P47049
Q0105	COB	S000007270	P00163
YEL031W	SPF1	S000000757	P39986
YDL147W	RPN5	S000002306	Q12250
YJL129C	TRK1	S000003665	P12685
YJL188C	BUD19	S000003724	O94143
YKL191W	DPH2	S000001674	P32461
YDR320C-A	DAD4	S000007604	P69851
YIL099W	SGA1	S000001361	P08019
YJR135C	MCM22	S000003896	P47167
YBR102C	EXO84	S000000306	P38261
YGR161C-C		S000007367	P0CX65
YGR161C-C		S000007367	P0CX66
YGR161C-C		S000007367	P0CX67
YGR161C-C		S000007367	P0CX68
YGR161C-C		S000007367	P0CX69
YIR013C	GAT4	S000001452	P40569
YDR144C	MKC7	S000002551	P53379
YIL094C	LYS12	S000001356	P40495
YIL002W-A		S000028835	Q3E7Z5
YMR032W	HOF1	S000004635	Q05080
YAL049C	AIM2	S000000047	P39721
YPL112C	PEX25	S000006033	Q02969
YJL077W-A		S000028661	Q8TGN3
YMR078C	CTF18	S000004683	P49956
YJL085W	EXO70	S000003621	P19658
YKL209C	STE6	S000001692	P12866
YKL128C	PMU1	S000001611	P36069
YMR010W		S000004612	Q03687
YBR193C	MED8	S000000397	P38304
YCR023C		S000000617	P25351
YHL009C	YAP3	S000001001	P38749
YDL086W		S000002244	Q07505
YOR201C	MRM1	S000005727	P25270
YPR109W		S000006313	Q06104
YIL038C	NOT3	S000001300	P06102
YDR001C	NTH1	S000002408	P32356
YPL137C	GIP3	S000006058	Q03016
YML082W		S000004547	Q04533
YJL004C	SYS1	S000003541	P41544
YNL269W	BSC4	S000005213	P53841
YPL233W	NSL1	S000006154	Q12143
YOR218C		S000005744	Q12249
YOR286W	RDL2	S000005812	Q08742
YOR315W	SFG1	S000005842	Q12507
YNL010W		S000004955	P53981
YIL087C	AIM19	S000001349	P40502
YJL070C		S000003606	P40361
YKR100C	SKG1	S000001808	P36169
YLR388W	RPS29A	S000004380	P41057
YNL079C	TPM1	S000005023	P17536
YHR061C	GIC1	S000001103	P38785
YLR415C		S000004407	O13578
YHR104W	GRE3	S000001146	P38715
YLL008W	DRS1	S000003931	P32892
YPL111W	CAR1	S000006032	P00812
YPR123C		S000006327	O13566
YFL067W		S000001827	P43537
YBR158W	AMN1	S000000362	P38285
YGL146C	RRT6	S000003114	P53117
YER043C	SAH1	S000000845	P39954
YEL077W-A		S000028621	
YBR182C	SMP1	S000000386	P38128
YDL016C		S000002174	Q12115
YMR054W	STV1	S000004658	P37296
YPR015C		S000006219	Q12531
YER026C	CHO1	S000000828	P08456
YDR264C	AKR1	S000002672	P39010
YOL036W		S000005396	Q08206
YMR231W	PEP5	S000004844	P12868
YDL139C	SCM3	S000002298	Q12334
YPR100W	MRPL51	S000006304	Q06090
YDR095C		S000002502	Q03831
YOL028C	YAP7	S000005388	Q08182
YKL149C	DBR1	S000001632	P24309
YNR033W	ABZ1	S000005316	P37254
YBL093C	ROX3	S000000189	P25046
YBR072C-A		S000028532	Q3E794
YPR122W	AXL1	S000006326	P40851
YOL009C	MDM12	S000005369	Q92328
YEL075W-A		S000002956	P89888
YER124C	DSE1	S000000926	P40077
YBR209W		S000000413	P38311
YGR253C	PUP2	S000003485	P32379
YHR214C-D		S000028653	P0CX92
YHR214C-D		S000028653	P0CX93
YOL158C	ENB1	S000005518	Q08299
YDR055W	PST1	S000002462	Q12355
YMR190C	SGS1	S000004802	P35187
YDL110C	TMA17	S000002268	Q12513
YNL187W	SWT21	S000005131	P53873
YNL274C	GOR1	S000005218	P53839
YOR049C	RSB1	S000005575	Q08417
YGR051C		S000003283	P53232
YMR027W		S000004629	Q04371
YGR135W	PRE9	S000003367	P23638
YIL044C	AGE2	S000001306	P40529
YJR032W	CPR7	S000003793	P47103
YPL257W-B		S000007358	Q12414
YJL211C		S000003747	P40898
YDR419W	RAD30	S000002827	Q04049
YBR011C	IPP1	S000000215	P00817
YBR110W	ALG1	S000000314	P16661
YEL028W		S000000754	P39989
YGR089W	NNF2	S000003321	P53253
YOR009W	TIR4	S000005535	Q12218
YLR247C	IRC20	S000004237	Q06554
YEL067C		S000000793	P39978
YDR266C	HEL2	S000002674	Q05580
YPR036W-A	SPO24	S000028425	Q3E752
YDR512C	EMI1	S000002920	Q04406
YPL208W	RKM1	S000006129	Q08961
YLR450W	HMG2	S000004442	P12684
YML051W	GAL80	S000004515	P04387
YOR319W	HSH49	S000005846	Q99181
YCL014W	BUD3	S000000520	P25558
YGL117W		S000003085	P53133
YFL010W-A	AUA1	S000001955	P32450
YLR371W	ROM2	S000004363	P51862
YDL051W	LHP1	S000002209	P33399
YAL056C-A		S000002139	O13513
YLL040C	VPS13	S000003963	Q07878
YKR070W		S000001778	P36151
YHR081W	LRP1	S000001123	P38801
YJL072C	PSF2	S000003608	P40359
YDR090C		S000002497	Q03193
YOR061W	CKA2	S000005587	P19454
YOR318C		S000005845	Q99318
YDR038C	ENA5	S000002445	Q12691
YPL256C	CLN2	S000006177	P20438
YDR040C	ENA1	S000002447	P13587
YNL024C		S000004969	P53970
YOR070C	GYP1	S000005596	Q08484
YJL217W	REE1	S000003753	P40893
YLL066W-B		S000028672	Q8TGJ7
YGL093W	SPC105	S000003061	P53148
YLR397C	AFG2	S000004389	P32794
YDR523C	SPS1	S000002931	P08458
YHL017W		S000001009	P38745
YKL098W	MTC2	S000001581	P34246
YCR008W	SAT4	S000000601	P25333
YOR204W	DED1	S000005730	P06634
YMR046W-A		S000007248	Q6B0Y5
YOR298C-A	MBF1	S000007253	O14467
YOL059W	GPD2	S000005420	P41911
YOR250C	CLP1	S000005776	Q08685
YGR110W	CLD1	S000003342	P53264
YHL036W	MUP3	S000001028	P38734
YOR165W	SEY1	S000005691	Q99287
YJR088C	EMC2	S000003848	P47133
YCR014C	POL4	S000000607	P25615
YLR378C	SEC61	S000004370	P32915
YHR020W		S000001062	P38708
YMR235C	RNA1	S000004848	P11745
YGL099W	LSG1	S000003067	P53145
YBL050W	SEC17	S000000146	P32602
YJR039W		S000003800	P47107
YHR069C-A		S000028779	
YJL148W	RPA34	S000003684	P47006
YEL075C		S000000801	P39972
YNL185C	MRPL19	S000005129	P53875
YFR036W	CDC26	S000001932	P14724
YMR067C	UBX4	S000004671	P54730
YML086C	ALO1	S000004551	P54783
YDR016C	DAD1	S000002423	Q12248
YMR167W	MLH1	S000004777	P38920
YGR062C	COX18	S000003294	P53239
YOR122C	PFY1	S000005648	P07274
YIL113W	SDP1	S000001375	P40479
YNL234W		S000005178	P53857
YJL142C	IRC9	S000003678	P47010
YDR414C	ERD1	S000002822	P16151
YCR072C	RSA4	S000000668	P25382
YKR093W	PTR2	S000001801	P32901
YDR342C	HXT7	S000002750	P39004
YBR118W	TEF2	S000000322	P02994
YGR189C	CRH1	S000003421	P53301
YPL045W	VPS16	S000005966	Q03308
YER113C	TMN3	S000000915	P40071
YMR050C		S000004653	Q04670
YDR471W	RPL27B	S000002879	P0C2H7
YCR086W	CSM1	S000000682	P25651
YOR380W	RDR1	S000005907	Q08904
YFL044C	OTU1	S000001850	P43558
YHR039C	MSC7	S000001081	P38694
YBR245C	ISW1	S000000449	P38144
YIL009W	FAA3	S000001271	P39002
YDR318W	MCM21	S000002726	Q06675
YNL046W		S000004991	P53956
YLR025W	SNF7	S000004015	P39929
YOR355W	GDS1	S000005882	P41913
YDR076W	RAD55	S000002483	P38953
YPL265W	DIP5	S000006186	P53388
YGL152C		S000003120	P53113
YFR055W	IRC7	S000001952	P43623
YDL128W	VCX1	S000002286	Q99385
YNL013C		S000004958	P53979
YHR090C	YNG2	S000001132	P38806
YDR214W	AHA1	S000002622	Q12449
YLR184W		S000004174	Q06267
YPR061C	JID1	S000006265	Q12350
YGR267C	FOL2	S000003499	P51601
YOL090W	MSH2	S000005450	P25847
YGR185C	TYS1	S000003417	P36421
YIL020C-A		S000028787	
YBR056C-B		S000087087	P0C5L0
YLR169W		S000004159	O13561
YML050W	AIM32	S000004514	Q04689
YLR322W	VPS65	S000004314	O13554
YDR034W-B		S000007234	Q6Q5X2
YNL078W	NIS1	S000005022	P53939
YMR158W	MRPS8	S000004767	Q03799
YLR349W		S000004341	O94086
YKR018C		S000001726	P36114
YOR262W	GPN2	S000005788	Q08726
YDR470C	UGO1	S000002878	Q03327
YML132W	COS3	S000004601	P0CX12
YML132W	COS3	S000004601	P0CX13
YFL004W	VTC2	S000001890	P43585
YHR016C	YSC84	S000001058	P32793
YDL045W-A	MRP10	S000006430	O75012
YNL290W	RFC3	S000005234	P38629
YMR132C	JLP2	S000004739	P40206
YBR012W-A		S000002154	Q12217
YDR358W	GGA1	S000002766	Q06336
YBR010W	HHT1	S000000214	P61830
YGL085W	LCL3	S000003053	P53153
YGR023W	MTL1	S000003255	P53214
YML008C	ERG6	S000004467	P25087
YKR089C	TGL4	S000001797	P36165
YLR206W	ENT2	S000004196	Q05785
YLL059C		S000003982	Q12336
YGL088W		S000003056	P53151
YIL119C	RPI1	S000001381	P23250
YDR073W	SNF11	S000002480	P38956
YOR180C	DCI1	S000005706	Q08558
YPL170W	DAP1	S000006091	Q12091
YGL139W	FLC3	S000003107	P53121
YLR287C		S000004277	Q05881
YBR248C	HIS7	S000000452	P33734
YMR290W-A		S000004904	
YAL044W-A		S000007586	Q3E793
YGL140C		S000003108	P53120
YGR114C		S000003346	P53268
YGR180C	RNR4	S000003412	P49723
YPL018W	CTF19	S000005939	Q02732
YDR183W	PLP1	S000002591	Q04004
YDR079W	PET100	S000002486	P38958
YBR196C-A		S000028534	Q3E820
YPL229W		S000006150	Q99395
YER118C	SHO1	S000000920	P40073
YDR205W	MSC2	S000002613	Q03455
YGL260W		S000003229	P53056
YBL067C	UBP13	S000000163	P38187
YNL162W	RPL42A	S000005106	P0CX27
YNL162W	RPL42A	S000005106	P0CX28
YKL144C	RPC25	S000001627	P35718
YOR093C		S000005619	Q12275
YNL284C-B		S000007387	Q12112
YGR038C-A		S000007407	Q12485
YLL055W	YCT1	S000003978	Q12235
YLR343W	GAS2	S000004335	Q06135
YMR064W	AEP1	S000004668	P32493
YGR193C	PDX1	S000003425	P16451
YML041C	VPS71	S000004505	Q03433
YOL029C		S000005389	Q08187
YMR260C	TIF11	S000004873	P38912
YKL101W	HSL1	S000001584	P34244
YOR060C	SLD7	S000005586	Q08457
YMR321C		S000004940	Q04898
YJR015W		S000003776	P47090
YNL024C-A	KSH1	S000028698	Q8TGJ3
YMR151W	YIM2	S000004759	P28626
YEL073C		S000000799	P39974
YDR185C	UPS3	S000002593	Q04006
YDL170W	UGA3	S000002329	P26370
YHR191C	CTF8	S000001234	P38877
YGR036C	CAX4	S000003268	P53223
YML072C	TCB3	S000004537	Q03640
YPL153C	RAD53	S000006074	P22216
YKL086W	SRX1	S000001569	P36077
YBR283C	SSH1	S000000487	P38353
YGL226W	MTC3	S000003195	P53077
YDR450W	RPS18A	S000002858	P0CX55
YDR450W	RPS18A	S000002858	P0CX56
YGR196C	FYV8	S000003428	P46949
YPR096C		S000006300	O13587
YLR393W	ATP10	S000004385	P18496
YNL330C	RPD3	S000005274	P32561
YHR189W	PTH1	S000001232	P38876
YDR513W	GRX2	S000002921	P17695
YJR030C		S000003791	P47101
YGR170W	PSD2	S000003402	P53037
YPR069C	SPE3	S000006273	Q12074
YNL339C	YRF1-6	S000005283	P53819
YBR061C	TRM7	S000000265	P38238
YNL064C	YDJ1	S000005008	P25491
YOR010C	TIR2	S000005536	P33890
YPL002C	SNF8	S000005923	Q12483
YER102W	RPS8B	S000000904	P0CX39
YER102W	RPS8B	S000000904	P0CX40
YHR010W	RPL27A	S000001052	P0C2H6
YJR053W	BFA1	S000003814	P47113
YKL074C	MUD2	S000001557	P36084
YAL036C	RBG1	S000000034	P39729
YGR126W		S000003358	P53274
YKR023W		S000001731	P36119
YKL082C	RRP14	S000001565	P36080
YGL010W	MPO1	S000002978	P25338
YHR195W	NVJ1	S000001238	P38881
YGL003C	CDH1	S000002971	P53197
YGR237C		S000003469	P50089
YIL131C	FKH1	S000001393	P40466
YDR287W	INM2	S000002695	Q05533
YKL044W		S000001527	P36092
YPR111W	DBF20	S000006315	P32328
YMR002W	MIX17	S000004604	Q03667
YDR122W	KIN1	S000002529	P13185
YOR296W		S000005822	Q08748
YBL106C	SRO77	S000000202	P38163
YHR032C-A		S000028646	Q8TGT5
YOR035C	SHE4	S000005561	P51534
YDR200C	VPS64	S000002608	Q03944
YIL127C	RRT14	S000001389	P40470
YBL068W	PRS4	S000000164	P38063
YIR042C		S000001481	P40586
YOR118W	RTC5	S000005644	Q12108
YMR281W	GPI12	S000004894	P23797
YPR055W	SEC8	S000006259	P32855
YBR019C	GAL10	S000000223	P04397
YNL103W-A		S000028701	Q8TGQ9
YOR239W	ABP140	S000005765	Q08641
YBR001C	NTH2	S000000205	P35172
YOR256C	TRE2	S000005782	Q08693
YER139C	RTR1	S000000941	P40084
YBR160W	CDC28	S000000364	P00546
YGR232W	NAS6	S000003464	P50086
YNL174W		S000005118	P53884
YMR006C	PLB2	S000004608	Q03674
YHR064C	SSZ1	S000001106	P38788
YMR174C	PAI3	S000004786	P01094
YKR002W	PAP1	S000001710	P29468
YOR151C	RPB2	S000005677	P08518
YPL120W	VPS30	S000006041	Q02948
YOL053W	AIM39	S000005414	Q08223
YPR025C	CCL1	S000006229	P37366
YLL064C	PAU18	S000003987	P0CE91
YLL064C	PAU18	S000003987	P0CE90
YKR088C	TVP38	S000001796	P36164
YOL123W	HRP1	S000005483	Q99383
YGL094C	PAN2	S000003062	P53010
YLR121C	YPS3	S000004111	Q12303
YDR431W		S000002839	Q04069
YDR081C	PDC2	S000002488	P32896
YCR012W	PGK1	S000000605	P00560
YKR044W	UIP5	S000001752	P36137
YNL220W	ADE12	S000005164	P80210
YGR263C	SAY1	S000003495	P53324
YJL186W	MNN5	S000003722	P46982
YIL024C		S000001286	P40543
YPR070W	MED1	S000006274	Q12321
YJR084W		S000003844	P47130
YER050C	RSM18	S000000852	P40033
YLR019W	PSR2	S000004009	Q07949
YMR087W		S000004693	Q04299
YDR068W	DOS2	S000002475	P54858
YGR059W	SPR3	S000003291	P41901
YER046W-A		S000028747	
YLR067C	PET309	S000004057	P32522
YMR082C		S000004687	Q04276
YKL080W	VMA5	S000001563	P31412
YIL137C	TMA108	S000001399	P40462
YBL075C	SSA3	S000000171	P09435
YGL246C	RAI1	S000003215	P53063
YER035W	EDC2	S000000837	P40023
YHR108W	GGA2	S000001150	P38817
YML093W	UTP14	S000004558	Q04500
YMR299C	DYN3	S000004914	Q04949
YNL146W		S000005090	P53906
YOR155C	ISN1	S000005681	Q99312
YGL143C	MRF1	S000003111	P30775
YNL239W	LAP3	S000005183	Q01532
YLL018C-A	COX19	S000007245	Q3E731
YNR073C		S000005356	P0CX08
YNR073C		S000005356	P0CX09
YJL095W	BCK1	S000003631	Q01389
YDL117W	CYK3	S000002275	Q07533
YGR271C-A	EFG1	S000007608	Q3E705
YMR030W	RSF1	S000004632	Q05043
YOL075C		S000005435	Q08234
YOL056W	GPM3	S000005417	Q12326
YML053C		S000004517	Q04978
YCR045W-A		S000028607	Q8TGQ2
YIL022W	TIM44	S000001284	Q01852
YBL005W-A		S000002146	Q12266
YMR073C	IRC21	S000004677	Q04772
YDR224C	HTB1	S000002632	P02293
YHL048C-A		S000028829	Q3E758
YER171W	RAD3	S000000973	P06839
YDL010W	GRX6	S000002168	Q12438
YNL141W	AAH1	S000005085	P53909
YDR106W	ARP10	S000002513	Q04549
YHR078W		S000001120	P38799
YDR270W	CCC2	S000002678	P38995
YDR067C	OCA6	S000002474	Q12454
YIL026C	IRR1	S000001288	P40541
YOR098C	NUP1	S000005624	P20676
YGR009C	SEC9	S000003241	P40357
YCR003W	MRPL32	S000000596	P25348
YGR204C-A		S000028640	Q8TGT7
YJL175W		S000003711	P46991
YML017W	PSP2	S000004479	P50109
YGL122C	NAB2	S000003090	P32505
YEL013W	VAC8	S000000739	P39968
YMR128W	ECM16	S000004735	Q04217
YLR268W	SEC22	S000004258	P22214
YER160C		S000000962	Q03619
YER160C		S000000962	Q12088
YEL055C	POL5	S000000781	P39985
YDL069C	CBS1	S000002227	P14066
YMR065W	KAR5	S000004669	Q04746
YIR020W-A		S000007241	Q03886
YMR169C	ALD3	S000004779	P54114
YIL068C	SEC6	S000001330	P32844
YLR125W		S000004115	Q12138
YLR387C	REH1	S000004379	Q06709
YPR183W	DPM1	S000006387	P14020
YGR012W		S000003244	P53206
YOL024W		S000005384	Q08172
YKL092C	BUD2	S000001575	P33314
YNL095C		S000005039	P53932
YBR007C	DSF2	S000000211	P38213
YAL015C	NTG1	S000000013	P31378
YGL253W	HXK2	S000003222	P04807
YPL124W	SPC29	S000006045	P33419
YDR233C	RTN1	S000002641	Q04947
YOL076W	MDM20	S000005436	Q12387
YOR196C	LIP5	S000005722	P32875
YEL040W	UTR2	S000000766	P32623
YCR075W-A		S000028519	Q3E830
YNL250W	RAD50	S000005194	P12753
YMR252C		S000004865	Q04814
YER074W	RPS24A	S000000876	P0CX31
YER074W	RPS24A	S000000876	P0CX32
YDR269C		S000002677	P87281
YGR206W	MVB12	S000003438	P42939
YLR312W-A	MRPL15	S000004304	P36523
YJL106W	IME2	S000003642	P32581
YKL189W	HYM1	S000001672	P32464
YER152C		S000000954	P10356
YCL033C	MXR2	S000000538	P25566
YGR006W	PRP18	S000003238	P33411
YOR041C		S000005567	Q08411
YCR045C	RRT12	S000000641	P25381
YLR088W	GAA1	S000004078	P39012
YOL131W		S000005491	Q08270
YPL041C		S000005962	Q03079
YKL163W	PIR3	S000001646	Q03180
YCR079W	PTC6	S000002133	P25646
YNL306W	MRPS18	S000005250	P42847
YPR149W	NCE102	S000006353	Q12207
YLR040C	AFB1	S000004030	Q07988
YBR034C	HMT1	S000000238	P38074
YPL187W	MF(ALPHA)1	S000006108	P01149
YHR030C	SLT2	S000001072	Q00772
YDR384C	ATO3	S000002792	Q12359
YPR108W-A		S000028590	Q3E7B3
YMR052W	FAR3	S000004656	P46671
YCR031C	RPS14A	S000000627	P06367
YGR124W	ASN2	S000003356	P49090
YIL123W	SIM1	S000001385	P40472
YJL178C	ATG27	S000003714	P46989
YOR163W	DDP1	S000005689	Q99321
YOR051C	ETT1	S000005577	Q08421
YLR352W		S000004344	Q06479
YOL105C	WSC3	S000005465	Q12215
YHR214C-B		S000003534	O13535
YKL018C-A		S000007615	Q3E7A7
YER090C-A		S000029725	P0C5M8
YDR354C-A		S000028613	Q8TGP6
YPL251W		S000006172	Q12058
YPR112C	MRD1	S000006316	Q06106
YNR038W	DBP6	S000005321	P53734
YDL192W	ARF1	S000002351	P11076
YGR121W-A		S000028550	Q3E816
YLR334C		S000004326	Q06127
YPR157W	TDA6	S000006361	Q06466
YIL109C	SEC24	S000001371	P40482
YGL257C	MNT2	S000003226	P53059
YFL066C		S000001828	P43538
YER099C	PRS2	S000000901	P38620
YDR316W-B		S000007399	P0C2I2
YGR161C-D		S000007368	Q12316
YBR299W	MAL32	S000000503	P38158
