"proteinID","geneName","ratio0","ratio120","target","binder"
"YBR146W","MRPS9",0,-1.30660894657599,FALSE,"nsr1_2"
"YBR149W","ARA1",0,-1.59031037204674,FALSE,"nsr1_2"
"YBR169C","SSE2",0,-1.38194932994666,FALSE,"nsr1_2"
"YBR177C","EHT1",0,-1.18128030173252,FALSE,"nsr1_2"
"YCL040W","GLK1",0,-4.39899956757649,FALSE,"nsr1_2"
"YCR004C","YCP4",0,-0.951652198158873,TRUE,"nsr1_2"
"YDL022W","GPD1",0,-1.40571899486609,FALSE,"nsr1_2"
"YDL081C","RPP1A",0,1.02955889744912,FALSE,"nsr1_2"
"YDL086W","YDL086W",0,-1.02321113437494,FALSE,"nsr1_2"
"YDL124W","YDL124W",0,-2.48810695709678,FALSE,"nsr1_2"
"YDR007W","TRP1",0,-1.18931835190742,FALSE,"nsr1_2"
"YDR019C","GCV1",0,-1.61705613043101,FALSE,"nsr1_2"
"YDR032C","PST2",0,-1.55618120308751,FALSE,"nsr1_2"
"YDR033W;YBR054W","MRH1;YRO2",0,1.21983452388537,FALSE,"nsr1_2"
"YDR064W","RPS13",0,-0.0231818127949159,TRUE,"nsr1_2"
"YDR074W","TPS2",0,-2.54237419139247,FALSE,"nsr1_2"
"YDR148C","KGD2",0,-1.28289501103125,FALSE,"nsr1_2"
"YDR156W","RPA14",0,1.02871058595414,FALSE,"nsr1_2"
"YDR171W","HSP42",0,-1.83084464116911,FALSE,"nsr1_2"
"YDR214W","AHA1",0,1.11796095273242,FALSE,"nsr1_2"
"YDR298C","ATP5",0,-1.17667454457417,FALSE,"nsr1_2"
"YDR354W","TRP4",0,0.459116814466672,TRUE,"nsr1_2"
"YDR513W","GRX2",0,-1.01025061102363,FALSE,"nsr1_2"
"YEL060C","PRB1",0,-1.03723630077954,FALSE,"nsr1_2"
"YER025W","GCD11",0,1.39572091328595,FALSE,"nsr1_2"
"YER062C","GPP2",0,-1.88060397922861,FALSE,"nsr1_2"
"YER072W","VTC1",0,1.3311319222172,FALSE,"nsr1_2"
"YER091C","MET6",-0.415306827491225,-1.16065308349512,FALSE,"nsr1_2"
"YER110C","KAP123",0,0.233274538990934,TRUE,"nsr1_2"
"YER122C","GLO3",0,1.13191867886257,FALSE,"nsr1_2"
